year,doy,temp,GrowthDD,prec,vpd,snowpack,ET,Drain,Soilwater,DWater,DwaterIx,Dwatertot,Foliage,PlantC,BudC,WoodC,RootC,LAI,NetPsnMo,GrsPsnMo,NEE,WoodMR,WoodGR,FolGR,RootGR,RootMR,SoilResp,FoliarN
1707,46,-2.4465000000000003,6.742500000000008,14.33,0.23360729100578054,-10.283799971428571,1.5763,20.855032435714286,12.0,1.0,0,0,0.0,818.7419356000078,130.41961386131663,272.9139785333359,68.5534906884225,0,0.0,0.0,-21.345612753130155,0.0,0,0,0.3883946368042198,1.5535785472168793,21.345612753130155,2.0
1707,74,1.69,59.13250000000001,17.28,0.23336957785724888,-10.964878828571429,1.9008,16.06027885714286,12.0,1.0,0,0,0.0,818.7419356000078,130.41961386131663,272.9139785333359,66.24858053524915,0,0.0,0.0,-31.309166722781267,0.0,0,0,0.6444957649345924,2.5779830597383695,31.309166722781267,2.0
1707,105,7.862,294.9925,4.11,0.49475999576424057,-10.964878828571429,1.6418102706658555,2.468189729334188,12.0,1.0,30,30.0,289.8213641362592,578.4228632483039,130.41961386131663,272.9139785333359,307.3592704163733,4.373476599315246,48.91019220986234,60.212380377089694,-34.00976912285491,4.214866626396279,0,32.60490346532916,2.836555525102276,11.346222100409104,46.10019124099181,2.0
1707,135,13.852,724.4045000000001,5.37,0.7714034776202316,-10.964878828571429,4.009807782896008,1.360192217103964,12.0,0.9999999999999996,61,60.999999999999986,289.8213641362592,678.0738316610815,130.41961386131663,272.9139785333359,272.4886485144848,4.373476599315246,91.8819097274235,110.98655264791613,12.524889767126222,11.983925311750408,0,32.60490346532916,6.711069069756552,26.844276279026207,71.58796127494315,2.0
1707,166,18.663,1284.2945,29.53,0.9371976728382672,-10.964878828571429,7.2086871673901545,22.321312832609827,12.0,0.9999999999999996,91,90.99999999999997,289.8213641362592,801.2457568779333,130.41961386131663,272.9139785333359,224.0869694916302,4.373476599315246,78.30799555050902,105.81460276673896,-62.64591932752993,19.390947505422137,37.45690747267109,32.60490346532916,12.089033405629284,48.356133622517135,96.08998521169613,2.0
1707,196,25.6615,2079.801,8.15,1.213578590349191,-10.964878828571429,6.388852948567816,1.7611470514322067,12.0,1.0,122,121.99999999999997,289.8213641362592,906.9924491598856,130.41961386131663,272.9139785333359,141.27177083074986,4.373476599315246,67.04228266092804,113.32603514801951,-131.47009924208777,27.323769965783505,68.22849463333398,32.60490346532916,21.290722145727102,85.16288858290841,159.80797228199157,2.0
1707,227,21.587,2748.998,8.7,1.076481413457494,-10.964878828571429,5.768563716003724,2.9314362839962627,12.0,0.9999999999999994,153,152.99999999999994,289.8213641362592,994.9331602001326,130.41961386131663,272.9139785333359,106.53451180579106,4.373476599315246,80.10610959455107,111.92287779565626,-48.863648729427894,35.15837141147944,68.22849463333398,32.60490346532916,25.15041759294475,100.601670371779,121.13515687828303,2.0
1707,258,19.576500000000003,3336.293,7.34,1.001753461271823,-10.964878828571429,4.1985617477847015,3.1414382522153272,12.0,1.0,183,182.99999999999994,289.8213641362592,1061.840709653689,130.41961386131663,272.9139785333359,85.80089186614029,4.373476599315246,60.97385941756866,84.76700051411026,-47.20802116379783,41.09206144746716,68.22849463333398,32.60490346532916,27.454153141794833,109.81661256717933,102.24819054537878,2.0
1707,288,14.3875,3782.3055,1.96,0.7263730216540587,-10.964878828571429,1.798077560612404,3.3158782522153274,11.987482439387561,1.0,214,213.99999999999994,266.63565500535844,1105.0390753827046,130.41961386131663,272.9139785333359,75.53109985925943,4.0235984713700255,39.379669980377415,54.55279640911701,-38.64186295972671,44.91075719610535,68.22849463333398,32.60490346532916,28.595241142559374,114.3809645702375,74.20283719146593,2.0
1707,319,6.89,3989.0054999999998,2.82,0.48954948071581816,-10.964878828571429,0.4033994054405564,2.4040830339469643,12.0,1.0,244,243.99999999999994,63.992557201286026,1103.2064552613122,130.41961386131663,272.9139785333359,71.39736204529143,0.9217610384840834,-2.16631823408935,4.767115895670158,-45.65168545814089,45.24445530880226,68.22849463333398,32.60490346532916,29.054545344111375,116.2181813764455,43.15166911135463,2.0
1707,349,0.583,4007.0784999999996,12.58,0.29063026231989403,-13.231309600000001,1.3838,13.462630771428572,12.0,1.0,244,243.99999999999994,0.0,1102.155241179196,130.41961386131663,272.9139785333359,69.24839282960568,0,-1.0512140821161795,0.0,-30.090073740151713,45.24445530880226,68.22849463333398,32.60490346532916,29.293319701409793,117.17327880563917,29.038859658035534,2.0
1708,15,-2.1819999999999995,0,14.37,0.26547581100099604,-20.87200282857143,1.5807,20.429993228571426,12.0,1.0,0,0,0.0,730.744538138454,127.82919032792405,243.581512712818,67.66759874393556,0,0.0,0.0,-24.06154495820251,0.0,0,0,0.17564378729667965,0.7025751491867186,24.06154495820251,2.0
1708,46,-3.7655000000000003,0,11.7,0.2320238538631621,-29.4485959,1.287,18.989593071428573,12.0,1.0,0,0,0.0,730.744538138454,127.82919032792405,243.581512712818,66.4341754610257,0,0.0,0.0,-20.211374635908125,0.0,0,0,0.31269081873110827,1.250763274924433,20.211374635908125,2.0
1708,74,-1.142,0,2.89,0.31717214639141594,-30.603101357142858,0.3179,3.726605457142858,12.0,1.0,0,0,0.0,730.744538138454,127.82919032792405,243.581512712818,64.75140926458897,0,0.0,0.0,-25.824790978613333,0.0,0,0,0.4996648405574121,1.9986593622296485,25.824790978613333,2.0
1708,105,7.335000000000001,220.05,15.98,0.511471830923947,-30.603101357142858,2.92492877525192,13.05507122474809,12.0,0.9999999999999997,30,29.99999999999999,284.0648673953868,493.7173200601969,127.82919032792405,243.581512712818,302.0761372041261,4.235753875406001,46.58863372425493,57.14037764738725,-33.845885996177614,3.999826435317108,0,31.957297581981013,2.536737364591971,10.146949458367883,44.47739570313443,2.0
1708,135,13.5435,639.8985,8.42,0.6138808832929352,-30.603101357142858,3.5595206690086623,4.860479330991344,12.0,0.9999999999999994,61,60.99999999999997,284.0648673953868,589.6281368393586,127.82919032792405,243.581512712818,268.84602477780396,4.235753875406001,88.3917536953547,107.41518691152771,10.770859072930023,11.518889519124048,0,31.957297581981013,6.228972078627763,24.91588831451105,70.10183153861773,2.0
1708,166,18.0065,1180.0935,7.16,0.8662998745101835,-30.603101357142858,4.41100369715411,2.7489963028458977,12.0,1.0,91,90.99999999999997,284.0648673953868,700.1062038308411,127.82919032792405,243.581512712818,224.12577722756726,4.235753875406001,78.7802865198808,104.73564739518908,-44.81217024950483,18.850384836787285,24.366285153938456,31.957297581981013,11.197888473098509,44.791553892394035,91.89467629778395,2.0
1708,196,23.5535,1910.252,12.11,1.1984289747147838,-30.603101357142858,6.896216608822098,5.213783391177923,12.0,1.0,122,121.99999999999997,284.0648673953868,822.4766014280641,127.82919032792405,243.581512712818,157.03914718996717,4.235753875406001,77.70311106048929,116.25990732096706,-105.43074499995248,26.98857834925498,60.895378178204496,31.957297581981013,18.651958477276295,74.60783390910518,138.46656952370805,2.0
1708,227,21.1615,2566.2585,7.91,1.0414400691788155,-30.603101357142858,5.520970676002983,2.3890293239969944,12.0,0.9999999999999998,153,152.99999999999997,284.0648673953868,911.7982414163375,127.82919032792405,243.581512712818,120.03342740362481,4.235753875406001,81.49376159266201,111.82683422301892,-44.014569273819234,34.8164567448663,60.895378178204496,31.957297581981013,22.763705120203223,91.0548204808129,117.68045247086992,2.0
1708,258,19.815,3160.7084999999997,3.19,1.0804858828501949,-30.603101357142858,3.9748215095313686,2.6729393239969945,10.931268490468636,1.0,183,182.99999999999997,284.0648673953868,978.2355684084226,127.82919032792405,243.581512712818,96.10881317639046,4.235753875406001,60.55832272138882,83.98577529566175,-44.458793370585745,40.69546101556262,60.895378178204496,31.957297581981013,25.42199558989593,101.68798235958371,99.13811182127824,2.0
1708,288,14.702000000000002,3616.4705,15.6,0.6634946254004288,-30.603101357142858,3.1653229947465737,11.365945495722023,12.0,1.0,214,213.99999999999997,267.02097535166354,1021.2825635025647,127.82919032792405,243.581512712818,84.23769518777787,3.98160864288164,39.21811414253812,54.69829930862907,-40.24058011768306,44.524341967166656,60.895378178204496,31.957297581981013,26.74100869974177,106.96403479896708,75.62981330861714,2.0
1708,319,6.8765,3822.7655,8.71,0.43421551890805943,-30.603101357142858,1.0634600023252487,7.64653999767477,12.0,1.0,244,243.99999999999997,101.46797063363215,1020.6986998330966,127.82919032792405,243.581512712818,79.63367417603912,1.462647909117086,-1.0091824111324659,6.075982023776813,-44.54657520881829,44.94966070883103,60.895378178204496,31.957297581981013,27.252566589934965,109.01026635973986,43.11207405602145,2.0
1708,349,3.5934999999999997,3934.1639999999998,21.54,0.2817556759507901,-30.603101357142858,2.3693999999999997,19.1706,12.0,1.0,244,243.99999999999997,0.0,1018.596349993056,127.82919032792405,243.581512712818,76.39483684843856,0,-2.1023498400405543,0.0,-37.7380846505022,44.94966070883103,60.895378178204496,31.957297581981013,27.612437404112804,110.44974961645121,35.63573481046165,2.0
1709,15,-6.9985,0,2.58,0.21690124597699384,-28.30690135714286,0.2838,19.1706,12.0,1.0,0,0,0.0,665.3732891359816,131.4319644784139,221.79109637866054,75.31749960279345,0,0.0,0.0,-17.341334361897516,0.0,0,0,0.11970413840501198,0.47881655362004794,17.341334361897516,2.0
1709,46,1.5339999999999998,42.952,19.48,0.3797655552630754,-29.46106352857143,2.1428000000000003,18.49136217142857,12.0,1.0,0,0,0.0,665.3732891359816,131.4319644784139,221.79109637866054,73.0656381601447,0,0.0,0.0,-27.980846622256237,0.0,0,0,0.36991096536598406,1.4796438614639362,27.980846622256237,2.0
1709,74,3.0965000000000003,138.9435,1.87,0.3601720453494831,-29.46106352857143,0.40046514889052115,1.4695348511095023,12.0,0.9999999999999991,31,30.99999999999997,292.0710321742531,376.6154567541372,131.4319644784139,221.79109637866054,322.9291832350462,4.4283561065879,6.016207172434508,13.541150316462616,-62.24117767580822,0.9478805221523832,0,32.857991119603476,1.8143980633578007,7.257592253431203,34.451513206486865,2.0
1709,105,10.0985,441.8985,8.31,0.6507780817647719,-29.46106352857143,2.9424810174910943,5.367518982508855,12.0,1.0,61,60.99999999999997,292.0710321742531,447.1845839203087,131.4319644784139,221.79109637866054,298.5697153329925,4.4283561065879,65.10565198990622,78.04964537521836,5.9697663217436965,6.411355698417669,0,32.857991119603476,4.521005608030434,18.084022432121735,53.67241049189724,2.0
1709,135,14.935500000000001,904.8990000000001,4.57,0.9431301809409462,-29.46106352857143,5.216309819255596,5.774248982508855,10.946960180744385,1.0,92,91.99999999999997,292.0710321742531,561.3379733533748,131.4319644784139,221.79109637866054,260.8198907884106,4.4283561065879,105.00472434688415,125.15156969464401,22.284749265930653,15.17196557704275,0.3880552075568155,32.857991119603476,8.71543055742842,34.86172222971368,73.5713099947716,2.0
